index,speaker,start_time,end_time,duration,youtube_timestamps,text,concept_name,explanation_of_concept,education_level
88,Sean,1856.45,1930.974,74.524,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=1856," Well, I find it very telling, I don't know, it makes me sad that you are looking for a second opinion about geometric unity and you go to YouTube and see what pops up. I don't think that's the standard to which we would like to aspire. There are professional physicists right there in your country who work on understanding quantum gravity, field theory, geometry at a deep level, and you could ask them what they think. Look, there's a lot of talk so far about sociology, and I'd much rather talk about physics. But I would like to let people out there know who might be working outside the academic physics community that it is 100% possible to have a good idea and have it have an impact on what physicists do. But it's not easy. You have to do a certain amount of work to show that your theory is worth the time, that it is respectable, that it is interesting, that it is promising. The first thing you got to do is make sure that your theory makes contact with modern physics as it is understood. If you have a new paper out, businesses are going to look at it, they're going to look for, you know, where's the Lagrangian? Where's the interactions? Is the proton stable? Is there dark matter? Like, how does it fit into what I already know? Those were all different levels of the stack, Sean.",Interactions,"The forces or mechanisms by which particles interact with each other, such as electromagnetic, weak nuclear, and strong nuclear interactions.",High School
88,Sean,1856.45,1930.974,74.524,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=1856," Well, I find it very telling, I don't know, it makes me sad that you are looking for a second opinion about geometric unity and you go to YouTube and see what pops up. I don't think that's the standard to which we would like to aspire. There are professional physicists right there in your country who work on understanding quantum gravity, field theory, geometry at a deep level, and you could ask them what they think. Look, there's a lot of talk so far about sociology, and I'd much rather talk about physics. But I would like to let people out there know who might be working outside the academic physics community that it is 100% possible to have a good idea and have it have an impact on what physicists do. But it's not easy. You have to do a certain amount of work to show that your theory is worth the time, that it is respectable, that it is interesting, that it is promising. The first thing you got to do is make sure that your theory makes contact with modern physics as it is understood. If you have a new paper out, businesses are going to look at it, they're going to look for, you know, where's the Lagrangian? Where's the interactions? Is the proton stable? Is there dark matter? Like, how does it fit into what I already know? Those were all different levels of the stack, Sean.",Dark Matter,"A hypothetical form of matter that does not emit, absorb, or reflect any electromagnetic radiation, making it invisible to our telescopes.",Undergraduate
89,Sean,1931.938,2032.766,100.828,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=1931," Eric's paper has none of that. You would also ask, have the theory been shown to be viable in a very basic way. Is it stable? Is it free of anomalies? Is it finite in the sense of the quantum mechanical calculation that I already mentioned? Again, none of that is there. Are there any new predictions? Eric says, and completely correctly, string theory doesn't make any new predictions either. But also, I really don't want people to get the idea that string theory has some dominant picture. In my department at Johns Hopkins, we have, let me just finish, and then you can talk. I think it's a good system. In my department at Johns Hopkins, we have six professors in the theoretical physics group. One of them does string theory, and even he only does it sort of half time. I wish we had more, honestly. This is very typical. Even at the most stringy departments, it's maybe half the people who do string theory. There are plenty of other approaches being advocated, and many of them do make different predictions, and we're looking for them in cosmology and astrophysics and elsewhere. And finally, does your theory solve any interesting problems that we already thought we had? That's the reason why string theory became interesting, because we had this problem with quantum gravity that it gave infinite answers, and string theory solved that problem. And again, I see none of that in Eric's paper. So it's very possible that somewhere in Eric's theory there are interesting ideas, but he has given us no reason to think that it is a promising theory. I encourage other people who would like to have an impact on the research agenda of modern physics to take these easy steps rather than going on podcasts and talking about their victimizations.",Quantum Gravity,Theoretical framework that attempts to merge quantum mechanics and general relativity.,Graduate
89,Sean,1931.938,2032.766,100.828,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=1931," Eric's paper has none of that. You would also ask, have the theory been shown to be viable in a very basic way. Is it stable? Is it free of anomalies? Is it finite in the sense of the quantum mechanical calculation that I already mentioned? Again, none of that is there. Are there any new predictions? Eric says, and completely correctly, string theory doesn't make any new predictions either. But also, I really don't want people to get the idea that string theory has some dominant picture. In my department at Johns Hopkins, we have, let me just finish, and then you can talk. I think it's a good system. In my department at Johns Hopkins, we have six professors in the theoretical physics group. One of them does string theory, and even he only does it sort of half time. I wish we had more, honestly. This is very typical. Even at the most stringy departments, it's maybe half the people who do string theory. There are plenty of other approaches being advocated, and many of them do make different predictions, and we're looking for them in cosmology and astrophysics and elsewhere. And finally, does your theory solve any interesting problems that we already thought we had? That's the reason why string theory became interesting, because we had this problem with quantum gravity that it gave infinite answers, and string theory solved that problem. And again, I see none of that in Eric's paper. So it's very possible that somewhere in Eric's theory there are interesting ideas, but he has given us no reason to think that it is a promising theory. I encourage other people who would like to have an impact on the research agenda of modern physics to take these easy steps rather than going on podcasts and talking about their victimizations.",String Theory,Theoretical framework that proposes the fundamental building blocks of the universe are one-dimensional strings rather than point-like particles.,Graduate
89,Sean,1931.938,2032.766,100.828,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=1931," Eric's paper has none of that. You would also ask, have the theory been shown to be viable in a very basic way. Is it stable? Is it free of anomalies? Is it finite in the sense of the quantum mechanical calculation that I already mentioned? Again, none of that is there. Are there any new predictions? Eric says, and completely correctly, string theory doesn't make any new predictions either. But also, I really don't want people to get the idea that string theory has some dominant picture. In my department at Johns Hopkins, we have, let me just finish, and then you can talk. I think it's a good system. In my department at Johns Hopkins, we have six professors in the theoretical physics group. One of them does string theory, and even he only does it sort of half time. I wish we had more, honestly. This is very typical. Even at the most stringy departments, it's maybe half the people who do string theory. There are plenty of other approaches being advocated, and many of them do make different predictions, and we're looking for them in cosmology and astrophysics and elsewhere. And finally, does your theory solve any interesting problems that we already thought we had? That's the reason why string theory became interesting, because we had this problem with quantum gravity that it gave infinite answers, and string theory solved that problem. And again, I see none of that in Eric's paper. So it's very possible that somewhere in Eric's theory there are interesting ideas, but he has given us no reason to think that it is a promising theory. I encourage other people who would like to have an impact on the research agenda of modern physics to take these easy steps rather than going on podcasts and talking about their victimizations.",Cosmology,"Study of the origin, evolution, and fate of the universe.",Undergraduate
89,Sean,1931.938,2032.766,100.828,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=1931," Eric's paper has none of that. You would also ask, have the theory been shown to be viable in a very basic way. Is it stable? Is it free of anomalies? Is it finite in the sense of the quantum mechanical calculation that I already mentioned? Again, none of that is there. Are there any new predictions? Eric says, and completely correctly, string theory doesn't make any new predictions either. But also, I really don't want people to get the idea that string theory has some dominant picture. In my department at Johns Hopkins, we have, let me just finish, and then you can talk. I think it's a good system. In my department at Johns Hopkins, we have six professors in the theoretical physics group. One of them does string theory, and even he only does it sort of half time. I wish we had more, honestly. This is very typical. Even at the most stringy departments, it's maybe half the people who do string theory. There are plenty of other approaches being advocated, and many of them do make different predictions, and we're looking for them in cosmology and astrophysics and elsewhere. And finally, does your theory solve any interesting problems that we already thought we had? That's the reason why string theory became interesting, because we had this problem with quantum gravity that it gave infinite answers, and string theory solved that problem. And again, I see none of that in Eric's paper. So it's very possible that somewhere in Eric's theory there are interesting ideas, but he has given us no reason to think that it is a promising theory. I encourage other people who would like to have an impact on the research agenda of modern physics to take these easy steps rather than going on podcasts and talking about their victimizations.",Astrophysics,Branch of astronomy that deals with the physical nature of celestial objects and phenomena.,Undergraduate
90,Piers,2033.57,2039.646,6.076,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2033," Okay, Eric, it's always a pivotal moment in these debates when you put your glasses on.",Refraction,The bending of light as it passes from one medium to another.,High School
91,Piers,2040.386,2041.886,1.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2040, I'm bracing myself.,,,
92,Eric,2043.426,2064.062,20.636,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2043," First of all, Sean has been nothing but civil throughout our relationship. He's also extremely nasty, but I really appreciate the civility, and I attempt to respond in kind. Sean and I really shouldn't be divided, but we appear to be, I don't understand it. He did respond. It just shows that none of this is serious...",,,
93,Eric,2065.122,2065.502,0.38,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2065," uh,",,,
94,Eric,2066.434,2113.278,46.844,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2066," Speaking about what I'm talking about, he said, this is not something that is going to be a thing. He also says that he hasn't read it. So let me say a bunch of things to Dr. Carroll. Dr. Carroll, I'd like to hear your explanation for three generations of flavor chiral fermions with the observed quantum numbers under the group SU3 cross, SU2, cross U1. In another podcast, you said before I listened to your theory, you should listen to my Sean Carroll's theory. My theory is known as the standard model. I can give you an explanation for why SU3 cross, SU2, cross you one, why there are three generations, why 16 particles in a generation, why the observed quantum numbers are the way they are, why the Higgs sector comes out of seemingly nowhere with a quardic potential, with a",SU3 cross SU2 cross U1,"This refers to the gauge group in the Standard Model of particle physics, which describes the strong and electroweak forces. SU3 represents the color symmetry of quantum chromodynamics (QCD), while SU2 and U1 represent the weak isospin and hypercharge symmetries.",Undergraduate
94,Eric,2066.434,2113.278,46.844,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2066," Speaking about what I'm talking about, he said, this is not something that is going to be a thing. He also says that he hasn't read it. So let me say a bunch of things to Dr. Carroll. Dr. Carroll, I'd like to hear your explanation for three generations of flavor chiral fermions with the observed quantum numbers under the group SU3 cross, SU2, cross U1. In another podcast, you said before I listened to your theory, you should listen to my Sean Carroll's theory. My theory is known as the standard model. I can give you an explanation for why SU3 cross, SU2, cross you one, why there are three generations, why 16 particles in a generation, why the observed quantum numbers are the way they are, why the Higgs sector comes out of seemingly nowhere with a quardic potential, with a",Three generations of flavor chiral fermions,"In the Standard Model, particles are grouped into three generations based on their mass and properties. Each generation contains two quarks (up-type and down-type) and two leptons (electron and neutrino). The three generations are necessary to explain the observed masses and mixing patterns of these particles.",Undergraduate
94,Eric,2066.434,2113.278,46.844,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2066," Speaking about what I'm talking about, he said, this is not something that is going to be a thing. He also says that he hasn't read it. So let me say a bunch of things to Dr. Carroll. Dr. Carroll, I'd like to hear your explanation for three generations of flavor chiral fermions with the observed quantum numbers under the group SU3 cross, SU2, cross U1. In another podcast, you said before I listened to your theory, you should listen to my Sean Carroll's theory. My theory is known as the standard model. I can give you an explanation for why SU3 cross, SU2, cross you one, why there are three generations, why 16 particles in a generation, why the observed quantum numbers are the way they are, why the Higgs sector comes out of seemingly nowhere with a quardic potential, with a",Standard Model,"The Standard Model is a theoretical framework in particle physics that describes the strong, weak, and electromagnetic forces. It includes the Higgs mechanism for mass generation and predicts the existence of various particles, including quarks, leptons, gauge bosons, and the Higgs boson.",Undergraduate
94,Eric,2066.434,2113.278,46.844,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2066," Speaking about what I'm talking about, he said, this is not something that is going to be a thing. He also says that he hasn't read it. So let me say a bunch of things to Dr. Carroll. Dr. Carroll, I'd like to hear your explanation for three generations of flavor chiral fermions with the observed quantum numbers under the group SU3 cross, SU2, cross U1. In another podcast, you said before I listened to your theory, you should listen to my Sean Carroll's theory. My theory is known as the standard model. I can give you an explanation for why SU3 cross, SU2, cross you one, why there are three generations, why 16 particles in a generation, why the observed quantum numbers are the way they are, why the Higgs sector comes out of seemingly nowhere with a quardic potential, with a",Higgs sector with a quartic potential,"The Higgs sector is responsible for giving mass to fundamental particles in the Standard Model. The quartic potential describes the self-interaction of the Higgs field, which leads to the spontaneous symmetry breaking and mass generation.",Graduate
95,Eric,2113.986,2144.03,30.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2113," a quadratic term, why the Yukawa coupling is just so in order to produce mass when the weak force forbids a mass directly in the Diracca operator. Sean knows what every single thing that I just said is in that statement. Why Sean chooses to misportray the fact that I can say why there should be dark matter, what the dark energy is, what the exact quantum number assignments are for the two families that are luminous that have yet to be seen.",Yukawa Coupling,"A dimensionless constant in the Standard Model of particle physics, describing the strength of interaction between a quark and an Higgs boson.",Graduate
95,Eric,2113.986,2144.03,30.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2113," a quadratic term, why the Yukawa coupling is just so in order to produce mass when the weak force forbids a mass directly in the Diracca operator. Sean knows what every single thing that I just said is in that statement. Why Sean chooses to misportray the fact that I can say why there should be dark matter, what the dark energy is, what the exact quantum number assignments are for the two families that are luminous that have yet to be seen.",Dirac Equation,A relativistic wave equation describing the behavior of fermions in quantum mechanics.,Undergraduate
95,Eric,2113.986,2144.03,30.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2113," a quadratic term, why the Yukawa coupling is just so in order to produce mass when the weak force forbids a mass directly in the Diracca operator. Sean knows what every single thing that I just said is in that statement. Why Sean chooses to misportray the fact that I can say why there should be dark matter, what the dark energy is, what the exact quantum number assignments are for the two families that are luminous that have yet to be seen.",Dark Matter,"A hypothetical form of matter that is thought to exist in the universe, but has not been directly observed.",High School
95,Eric,2113.986,2144.03,30.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2113," a quadratic term, why the Yukawa coupling is just so in order to produce mass when the weak force forbids a mass directly in the Diracca operator. Sean knows what every single thing that I just said is in that statement. Why Sean chooses to misportray the fact that I can say why there should be dark matter, what the dark energy is, what the exact quantum number assignments are for the two families that are luminous that have yet to be seen.",Dark Energy,A mysterious component driving the accelerating expansion of the universe.,Graduate
96,Eric,2144.834,2152.318,7.484,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2144, I have no idea because Sean also proudly says that he hasn't looked at it and hasn't read it. That's why he says that there are no Lagrangians in it.,Lagrangian,"A function used to describe the dynamics of a physical system, often used in classical mechanics and field theory.",Undergraduate
97,Eric,2153.122,2159.518,6.396,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2153, I have no idea where Sean gets this stuff. Sean is insistent,,,
98,Eric,2160.066,2174.654,14.588,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2160, that the idea that somehow I am not choosing to go through the usual channels and instead talking as he is right now via YouTube is somehow significant when I've just given talks in three different countries on dark energy.,Dark Energy,A hypothetical form of energy thought to be responsible for the accelerating expansion of the universe.,Undergraduate
98,Eric,2160.066,2174.654,14.588,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2160, that the idea that somehow I am not choosing to go through the usual channels and instead talking as he is right now via YouTube is somehow significant when I've just given talks in three different countries on dark energy.,Expansion of the Universe,The process by which the distance between galaxies in the universe increases over time.,High School
99,Eric,2175.33,2182.238,6.908,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2175," And by the way, every time I talk about talking about this, somebody is telling me, don't talk about the fact that you're actually in a physics department.",Wave-Particle Duality,"The concept that particles, such as electrons, can exhibit both wave-like and particle-like behavior.",High School
99,Eric,2175.33,2182.238,6.908,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2175," And by the way, every time I talk about talking about this, somebody is telling me, don't talk about the fact that you're actually in a physics department.",Uncertainty Principle,"A fundamental principle in quantum mechanics stating that it is impossible to know certain properties of a subatomic particle, such as its position and momentum, simultaneously with infinite precision.",Undergraduate
100,Eric,2182.786,2228.83,46.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2182," And what I'm trying to tell you is I give talks in physics departments. I hang out with physics colleagues. I'm welcomed at places like the Institute for Advanced Study, MIT, et cetera, et cetera. And yet, I have to deal with this nonsense. I talk to both physics colleagues. You know, right now you've got a giant problem called something called DESI or DESE, the dark energy, or is it spectroscopic instrument, which is at the moment going after Einstein's unwanted cosmological constant. That is not a constant. The dark energy is not a constant term. That is the only term that you can put into the Einstein field equations because of the Einsteinian curvature satisfies an automatic differential equation called divergence-free. So if you have another term in the",Einstein Field Equations,"A set of ten equations that describe how gravity warps spacetime, derived by Albert Einstein.",Undergraduate
100,Eric,2182.786,2228.83,46.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2182," And what I'm trying to tell you is I give talks in physics departments. I hang out with physics colleagues. I'm welcomed at places like the Institute for Advanced Study, MIT, et cetera, et cetera. And yet, I have to deal with this nonsense. I talk to both physics colleagues. You know, right now you've got a giant problem called something called DESI or DESE, the dark energy, or is it spectroscopic instrument, which is at the moment going after Einstein's unwanted cosmological constant. That is not a constant. The dark energy is not a constant term. That is the only term that you can put into the Einstein field equations because of the Einsteinian curvature satisfies an automatic differential equation called divergence-free. So if you have another term in the",Dark Energy,A mysterious form of energy thought to be responsible for the accelerating expansion of the universe.,Graduate
100,Eric,2182.786,2228.83,46.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2182," And what I'm trying to tell you is I give talks in physics departments. I hang out with physics colleagues. I'm welcomed at places like the Institute for Advanced Study, MIT, et cetera, et cetera. And yet, I have to deal with this nonsense. I talk to both physics colleagues. You know, right now you've got a giant problem called something called DESI or DESE, the dark energy, or is it spectroscopic instrument, which is at the moment going after Einstein's unwanted cosmological constant. That is not a constant. The dark energy is not a constant term. That is the only term that you can put into the Einstein field equations because of the Einsteinian curvature satisfies an automatic differential equation called divergence-free. So if you have another term in the",Divergence-Free Condition,"A mathematical condition that states a vector field is divergence-free if its divergence is zero, often used in physics to describe fields such as gravity and electromagnetism.",Graduate
100,Eric,2182.786,2228.83,46.044,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2182," And what I'm trying to tell you is I give talks in physics departments. I hang out with physics colleagues. I'm welcomed at places like the Institute for Advanced Study, MIT, et cetera, et cetera. And yet, I have to deal with this nonsense. I talk to both physics colleagues. You know, right now you've got a giant problem called something called DESI or DESE, the dark energy, or is it spectroscopic instrument, which is at the moment going after Einstein's unwanted cosmological constant. That is not a constant. The dark energy is not a constant term. That is the only term that you can put into the Einstein field equations because of the Einsteinian curvature satisfies an automatic differential equation called divergence-free. So if you have another term in the",Einsteinian Curvature,"The curvature of spacetime described by the Einstein Field Equations, which satisfies a differential equation called divergence-free.",Graduate
101,Eric,2229.89,2267.39,37.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2229," equation, it has to have the same property. There's only one known automatic equation, which is that the metric of Einstein that creates space time is annihilated by its own levichavita connection. And, Sean, you're misrepresenting things because I'm going to give a formula for the dark energy. I do all sorts of things that you have no idea of because your attitude, which you repeat in other podcasts, and I highly advise you to spend more time in your physics department and less time on YouTube, is that this is not a serious thing. Nobody's taking it seriously. And your misportrayal of the situation is nearly constant for reasons that completely allude me.",Einstein's Metric,"A mathematical description of spacetime in general relativity, which is a fundamental concept in modern physics.",Graduate
101,Eric,2229.89,2267.39,37.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2229," equation, it has to have the same property. There's only one known automatic equation, which is that the metric of Einstein that creates space time is annihilated by its own levichavita connection. And, Sean, you're misrepresenting things because I'm going to give a formula for the dark energy. I do all sorts of things that you have no idea of because your attitude, which you repeat in other podcasts, and I highly advise you to spend more time in your physics department and less time on YouTube, is that this is not a serious thing. Nobody's taking it seriously. And your misportrayal of the situation is nearly constant for reasons that completely allude me.",Levichavita Connection,"A hypothetical connection related to the Einstein metric, possibly referring to the Levi-Civita connection, which is a mathematical concept used in differential geometry and general relativity.",Graduate
101,Eric,2229.89,2267.39,37.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2229," equation, it has to have the same property. There's only one known automatic equation, which is that the metric of Einstein that creates space time is annihilated by its own levichavita connection. And, Sean, you're misrepresenting things because I'm going to give a formula for the dark energy. I do all sorts of things that you have no idea of because your attitude, which you repeat in other podcasts, and I highly advise you to spend more time in your physics department and less time on YouTube, is that this is not a serious thing. Nobody's taking it seriously. And your misportrayal of the situation is nearly constant for reasons that completely allude me.",Dark Energy,"A mysterious form of energy thought to be responsible for the accelerating expansion of the universe, a key area of research in modern cosmology.",Undergraduate
102,Sean,2268.77,2269.15,0.38,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2268, John.,,,
103,Sean,2270.146,2275.39,5.244,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2270," The good news is I have read Eric's paper. Here it is. I actually have it here, right here.",,,
104,Sean,2275.906,2298.957,23.051,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2275," It's worse than you would think. You know, it just very quickly, it starts off by saying the author is not a physicist and it's no longer an active, academic edition, but is an entertainer and host of a podcast. This work of entertainment is a draft work in progress, and it may not be built upon. So we're not allowed to think about Eric's theory and write a follow-up paper about it.",Theory,"A proposed explanation for a set of phenomena, often used in scientific inquiry.",High School
104,Sean,2275.906,2298.957,23.051,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2275," It's worse than you would think. You know, it just very quickly, it starts off by saying the author is not a physicist and it's no longer an active, academic edition, but is an entertainer and host of a podcast. This work of entertainment is a draft work in progress, and it may not be built upon. So we're not allowed to think about Eric's theory and write a follow-up paper about it.",Draft work,An unfinished or incomplete version of a document or project.,General knowledge
105,Eric,2298.957,2300.457,1.5,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2298, you're very much allowed.,,,
106,Sean,2300.457,2314.206,13.749,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2300," to everything that is normally done in scientific discourse. You hope that people build upon your theories. You don't try to prevent them. And later on, it says, this document is an attempt to begin recovering",Scientific Discourse,"The exchange of ideas and knowledge in a scientific community, where theories are built upon and expanded.",Undergraduate
106,Sean,2300.457,2314.206,13.749,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2300," to everything that is normally done in scientific discourse. You hope that people build upon your theories. You don't try to prevent them. And later on, it says, this document is an attempt to begin recovering",Theory Building,The process of developing and refining theoretical frameworks to explain natural phenomena.,Graduate
107,Sean,2315.01,2359.966,44.956,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2315," I'm going to read this. This document is an attempt to begin recovering a rather more complete theory, which at this point is only partially remembered and stitched together from old computer files, notebooks, recordings, and the like, dating back as far as 1983. And this is why this paper is not going to appear in the peer-reviewed literature. It's not serious. It's a dog-a-homework kind of thing. If you have a dark matter thing, if you have a dark matter prediction, if you have a dark energy prediction, I want to see a plot in the paper. I want to see Red Ship versus distance. I want to see a calculation of a relic abundance so I can figure out how much dark matter is supposed to be. If you do that, people will pay attention to the theory. It's very possible.",Dark Matter,A hypothetical form of matter thought to account for the observed mass-energy density of the universe.,Undergraduate
107,Sean,2315.01,2359.966,44.956,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2315," I'm going to read this. This document is an attempt to begin recovering a rather more complete theory, which at this point is only partially remembered and stitched together from old computer files, notebooks, recordings, and the like, dating back as far as 1983. And this is why this paper is not going to appear in the peer-reviewed literature. It's not serious. It's a dog-a-homework kind of thing. If you have a dark matter thing, if you have a dark matter prediction, if you have a dark energy prediction, I want to see a plot in the paper. I want to see Red Ship versus distance. I want to see a calculation of a relic abundance so I can figure out how much dark matter is supposed to be. If you do that, people will pay attention to the theory. It's very possible.",Dark Energy,A mysterious component driving the accelerating expansion of the universe.,Undergraduate
107,Sean,2315.01,2359.966,44.956,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2315," I'm going to read this. This document is an attempt to begin recovering a rather more complete theory, which at this point is only partially remembered and stitched together from old computer files, notebooks, recordings, and the like, dating back as far as 1983. And this is why this paper is not going to appear in the peer-reviewed literature. It's not serious. It's a dog-a-homework kind of thing. If you have a dark matter thing, if you have a dark matter prediction, if you have a dark energy prediction, I want to see a plot in the paper. I want to see Red Ship versus distance. I want to see a calculation of a relic abundance so I can figure out how much dark matter is supposed to be. If you do that, people will pay attention to the theory. It's very possible.",Relic Abundance,The amount of a particular particle or substance remaining from the early universe.,Graduate
108,Eric,2360.29,2360.99,0.7,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2360, Sean.,,,
109,Eric,2362.114,2368.35,6.236,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2362," First of all, how dare you? Second of all, if you're going to go by the standards of the...",Mathematical Inequality,Comparison between two mathematical expressions using greater than or less than symbols.,High School
109,Eric,2362.114,2368.35,6.236,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2362," First of all, how dare you? Second of all, if you're going to go by the standards of the...",Logical Fallacy,An error in reasoning that makes an argument invalid or misleading.,Undergraduate
110,Eric,2369.954,2424.35,54.396,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2369," No, Sean. How dare you cast shard and aspersions of the kind that I wouldn't seek to cast on you, but I will now. Okay. I'm not seeking your favor, nor do I need to seek your approval. As you know, you fail to gain tenure at the University of Chicago. You're not highly regarded in the field. And again, I'm only returning the shade in which you just yourself cast. I wouldn't have done this otherwise. You then spent time as a non-tenured faculty at Caltech, and you only gain tenure in a non-standard professorship. You're not a leading person in the field. My belief structure about this is that you imagine that I'm coming to you saying, oh, Sean Carroll, let find a, let me, tell me which graph I should do so that I can please you. As you know, because you've read the paper, what you said about Lagrangians is false. What you said about predictions is false.",Lagrangian,"A function used in classical mechanics to describe the dynamics of a physical system, often expressed as L(q, θ) = T - U, where q is the generalized coordinate, θ is the time derivative of q, T is the kinetic energy, and U is the potential energy.",Undergraduate
110,Eric,2369.954,2424.35,54.396,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2369," No, Sean. How dare you cast shard and aspersions of the kind that I wouldn't seek to cast on you, but I will now. Okay. I'm not seeking your favor, nor do I need to seek your approval. As you know, you fail to gain tenure at the University of Chicago. You're not highly regarded in the field. And again, I'm only returning the shade in which you just yourself cast. I wouldn't have done this otherwise. You then spent time as a non-tenured faculty at Caltech, and you only gain tenure in a non-standard professorship. You're not a leading person in the field. My belief structure about this is that you imagine that I'm coming to you saying, oh, Sean Carroll, let find a, let me, tell me which graph I should do so that I can please you. As you know, because you've read the paper, what you said about Lagrangians is false. What you said about predictions is false.",Predictions,"In physics, predictions refer to the use of mathematical models or theories to forecast the behavior of physical systems under various conditions.",High School
111,Eric,2425.058,2443.006,17.948,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2425, My concern is what you did is that you seized upon something where people have built on my ideas since 1994. The equations that Natty Seiberg and Ed Witten introduced that took over the world were called the insufficiently nonlinear equations when I was at Harvard in 1987 and introduced them.,Nonlinear Equations,"A set of equations where the relationship between variables is not proportional to their values, often used in physics and mathematics to describe complex systems.",Graduate
111,Eric,2425.058,2443.006,17.948,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2425, My concern is what you did is that you seized upon something where people have built on my ideas since 1994. The equations that Natty Seiberg and Ed Witten introduced that took over the world were called the insufficiently nonlinear equations when I was at Harvard in 1987 and introduced them.,String Theory,A theoretical framework in physics that attempts to reconcile quantum mechanics and general relativity by postulating the existence of extra dimensions beyond the three spatial dimensions and one time dimension we experience.,Graduate
112,Eric,2443.778,2497.758,53.98,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2443," The question is why it appears as an entertainer rather than as a physicist? First of all, neither you nor I are trained as physicists, Sean. You're actually trained as an astronomer. What you have in this situation is that you and I are both interloping in a field that is not the one to which we trained. That doesn't bother me about what you're doing. I've enjoyed some of your papers. I've thought very poorly of others. You have a wide range of interest. I think you're very creative. Your intellectually insulting aspect reminds me of you as the Marie Antoinette of theoretical physics influencers. I'm not here to please you. You know that there are tables in the document that you're reading that have plenty of predictions. You know that it solves plenty of problems. What you are doing is creating an environment of fear where every university worries what does it mean to talk to this person.",Interdisciplinary work,"Collaboration between fields, in this case, astronomy and physics.",Graduate
112,Eric,2443.778,2497.758,53.98,https://www.youtube.com/watch?v=5m7LnLgvMnM&t=2443," The question is why it appears as an entertainer rather than as a physicist? First of all, neither you nor I are trained as physicists, Sean. You're actually trained as an astronomer. What you have in this situation is that you and I are both interloping in a field that is not the one to which we trained. That doesn't bother me about what you're doing. I've enjoyed some of your papers. I've thought very poorly of others. You have a wide range of interest. I think you're very creative. Your intellectually insulting aspect reminds me of you as the Marie Antoinette of theoretical physics influencers. I'm not here to please you. You know that there are tables in the document that you're reading that have plenty of predictions. You know that it solves plenty of problems. What you are doing is creating an environment of fear where every university worries what does it mean to talk to this person.",Credibility and expertise,The speaker questions the credibility of Sean's work due to his background as an astronomer rather than a physicist.,High School/Undergraduate
